Age,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,Attrition,AgeGroup
51,Human Resources,5,Bachelor,Life Sciences,1,High,Male,High,Manager,Medium,14026,Excellent,Medium,Better,No,46-55
38,Sales,2,College,Life Sciences,1,Medium,Female,High,Sales Executive,Low,6893,Excellent,Very High,Better,No,36-45
34,Sales,15,College,Medical,1,High,Female,High,Sales Executive,Low,6125,Excellent,Very High,Best,No,26-35
25,Research & Development,19,Below College,Medical,1,High,Male,High,Laboratory Technician,Very High,3669,Excellent,High,Good,No,26-35
58,Research & Development,7,Master,Medical,1,High,Female,Medium,Manufacturing Director,Low,10008,Excellent,Very High,Good,Yes,56-65
40,Research & Development,1,Master,Life Sciences,1,Medium,Male,High,Laboratory Technician,Medium,2387,Outstanding,High,Better,No,36-45
36,Sales,7,Bachelor,Marketing,1,Low,Female,Very High,Sales Executive,Low,4639,Excellent,Very High,Good,No,36-45
48,Research & Development,4,Bachelor,Life Sciences,1,High,Male,High,Manufacturing Director,Very High,7898,Excellent,High,Better,No,46-55
27,Sales,11,Bachelor,Medical,1,High,Female,Very High,Sales Representative,Very High,2534,Excellent,Medium,Better,No,26-35
51,Research & Development,11,College,Technical Degree,1,High,Female,Medium,Manufacturing Director,Medium,13142,Excellent,Medium,Good,No,46-55
18,Research & Development,1,Bachelor,Life Sciences,1,High,Female,High,Laboratory Technician,Very High,1611,Excellent,High,Best,No,18-25
35,Research & Development,1,Bachelor,Medical,1,High,Female,Medium,Laboratory Technician,Very High,5363,Excellent,Medium,Better,No,36-45
27,Sales,2,Below College,Life Sciences,1,High,Male,Low,Sales Executive,Very High,5071,Outstanding,Medium,Better,No,26-35
55,Sales,13,Master,Marketing,1,Low,Male,Very High,Sales Executive,High,13695,Excellent,High,Good,Yes,56-65
56,Research & Development,23,Bachelor,Life Sciences,1,High,Male,High,Manufacturing Director,Medium,13402,Excellent,Low,Better,No,56-65
34,Research & Development,26,Below College,Technical Degree,1,Low,Female,Medium,Research Scientist,High,2029,Outstanding,High,Better,No,26-35
40,Research & Development,2,Below College,Medical,1,Medium,Female,Very High,Healthcare Representative,High,6377,Outstanding,Medium,Better,No,36-45
34,Research & Development,29,Bachelor,Medical,1,Medium,Male,High,Laboratory Technician,High,5429,Excellent,Low,Better,No,26-35
31,Sales,2,Bachelor,Life Sciences,1,High,Female,Medium,Sales Representative,Very High,2785,Excellent,High,Best,Yes,26-35
35,Sales,18,Master,Marketing,1,High,Female,High,Sales Executive,High,4614,Excellent,High,Good,Yes,36-45
38,Research & Development,7,Bachelor,Life Sciences,1,High,Male,Very High,Research Scientist,High,2610,Excellent,Very High,Better,No,36-45
34,Research & Development,2,Master,Technical Degree,1,High,Female,High,Healthcare Representative,Very High,6687,Excellent,Very High,Best,No,26-35
28,Sales,26,Bachelor,Life Sciences,1,High,Male,Medium,Sales Executive,Low,4724,Excellent,High,Better,No,26-35
31,Research & Development,22,Master,Medical,1,High,Male,High,Manufacturing Director,High,6179,Excellent,Very High,Good,Yes,26-35
39,Sales,21,Master,Life Sciences,1,Low,Male,Medium,Sales Executive,Very High,6120,Excellent,Very High,Best,No,36-45
51,Sales,2,Bachelor,Marketing,1,Medium,Male,High,Sales Executive,Medium,10596,Excellent,Medium,Better,No,46-55
41,Research & Development,22,Bachelor,Life Sciences,1,High,Female,High,Research Scientist,Very High,5467,Excellent,Low,Good,No,36-45
37,Research & Development,4,Below College,Life Sciences,1,High,Male,High,Research Scientist,High,2996,Excellent,Very High,Better,No,36-45
33,Sales,5,Below College,Life Sciences,1,Medium,Male,High,Sales Executive,Very High,9998,Excellent,Low,Best,No,26-35
32,Sales,2,Below College,Marketing,1,High,Male,High,Sales Executive,Medium,4078,Excellent,Low,Good,No,26-35
39,Research & Development,25,College,Life Sciences,1,High,Male,High,Healthcare Representative,High,10920,Outstanding,Medium,Better,No,36-45
25,Sales,18,Below College,Life Sciences,1,Low,Male,Very High,Sales Executive,High,6232,Excellent,Medium,Good,No,26-35
52,Research & Development,28,College,Medical,1,High,Female,Very High,Manufacturing Director,High,13247,Excellent,Medium,Good,No,46-55
43,Research & Development,6,Bachelor,Medical,1,Low,Female,Medium,Research Scientist,High,4081,Excellent,Low,Bad,No,36-45
27,Sales,10,Bachelor,Marketing,1,High,Female,Medium,Sales Executive,Very High,5769,Excellent,Very High,Better,No,26-35
27,Research & Development,17,Master,Life Sciences,1,High,Female,High,Research Scientist,High,2394,Excellent,Very High,Better,Yes,26-35
26,Research & Development,2,Below College,Medical,1,Low,Male,Medium,Research Scientist,Very High,3904,Excellent,Very High,Better,No,26-35
42,Human Resources,10,Bachelor,Human Resources,1,High,Female,High,Manager,Low,16799,Excellent,High,Better,No,36-45
52,Research & Development,8,Master,Other,1,High,Female,High,Laboratory Technician,Low,2950,Excellent,High,Bad,No,46-55
37,Research & Development,11,Bachelor,Medical,1,Low,Female,High,Laboratory Technician,High,3629,Excellent,Low,Better,No,36-45
35,Research & Development,18,College,Life Sciences,1,High,Male,High,Manufacturing Director,Very High,9362,Excellent,High,Better,No,36-45
25,Research & Development,1,Bachelor,Technical Degree,1,Low,Male,High,Laboratory Technician,Very High,3229,Excellent,Medium,Good,No,26-35
26,Research & Development,7,Bachelor,Other,1,High,Male,Very High,Laboratory Technician,Low,3578,Excellent,Very High,Better,No,26-35
29,Human Resources,17,Bachelor,Other,1,Medium,Male,Medium,Human Resources,Low,7988,Excellent,Low,Good,No,26-35
49,Research & Development,28,College,Life Sciences,1,Low,Male,Medium,Laboratory Technician,Low,4284,Outstanding,Low,Better,Yes,46-55
29,Research & Development,14,Below College,Other,1,High,Female,High,Healthcare Representative,Very High,7553,Excellent,Low,Better,Yes,26-35
54,Research & Development,1,Bachelor,Medical,1,High,Female,High,Research Director,Very High,17328,Excellent,Very High,Good,No,46-55
58,Research & Development,1,Bachelor,Medical,1,High,Female,High,Research Director,Low,19701,Outstanding,High,Better,No,56-65
55,Research & Development,1,Master,Medical,1,Medium,Male,Very High,Research Director,Very High,14732,Excellent,Very High,Best,No,56-65
36,Sales,3,Master,Marketing,1,Low,Female,High,Sales Executive,Medium,9278,Excellent,Very High,Better,No,36-45
31,Sales,1,Master,Life Sciences,1,Medium,Female,Low,Sales Representative,High,1359,Excellent,Medium,Better,Yes,26-35
30,Sales,7,Master,Marketing,1,High,Female,High,Sales Executive,Low,4779,Excellent,Medium,Better,No,26-35
31,Research & Development,8,Doctor,Life Sciences,1,Low,Female,High,Research Director,Medium,16422,Excellent,High,Best,No,26-35
34,Research & Development,1,Master,Other,1,High,Male,High,Research Scientist,Low,2996,Excellent,High,Better,No,26-35
31,Research & Development,8,Bachelor,Life Sciences,1,Low,Female,Medium,Research Scientist,Medium,1261,Excellent,High,Best,Yes,26-35
27,Research & Development,11,Below College,Life Sciences,1,Medium,Male,High,Laboratory Technician,Low,2099,Excellent,Medium,Best,No,26-35
36,Research & Development,4,Master,Life Sciences,1,Low,Male,Medium,Laboratory Technician,Very High,5810,Excellent,High,Good,No,36-45
36,Sales,16,Master,Marketing,1,High,Female,Medium,Sales Executive,Low,5647,Excellent,Low,Good,No,36-45
47,Research & Development,1,Bachelor,Technical Degree,1,Low,Male,High,Research Scientist,Very High,3420,Excellent,High,Good,No,46-55
25,Sales,9,College,Life Sciences,1,Low,Male,Medium,Sales Representative,Low,4400,Excellent,Low,Better,Yes,26-35
37,Research & Development,5,College,Technical Degree,1,High,Male,Very High,Laboratory Technician,High,3500,Excellent,Low,Bad,No,36-45
56,Research & Development,1,College,Life Sciences,1,Low,Female,High,Research Scientist,Low,2066,Outstanding,Very High,Best,No,56-65
47,Research & Development,2,Master,Medical,1,Low,Female,High,Research Director,High,17169,Excellent,Medium,Best,No,46-55
24,Sales,4,Below College,Medical,1,High,Female,High,Sales Executive,High,4162,Excellent,High,Better,No,18-25
32,Sales,7,Doctor,Marketing,1,High,Male,High,Sales Executive,Very High,9204,Excellent,High,Good,No,26-35
34,Research & Development,1,Bachelor,Life Sciences,1,High,Female,Medium,Laboratory Technician,Medium,3294,Excellent,Low,Good,No,26-35
41,Research & Development,5,Doctor,Medical,1,Medium,Male,Very High,Research Scientist,High,2127,Excellent,Low,Good,No,36-45
40,Research & Development,9,Master,Other,1,High,Male,High,Laboratory Technician,High,3975,Excellent,High,Best,No,36-45
31,Sales,8,College,Life Sciences,1,Low,Male,High,Sales Executive,Very High,10793,Excellent,Low,Better,No,26-35
46,Sales,9,Bachelor,Marketing,1,Low,Male,High,Sales Executive,Very High,10096,Excellent,Low,Best,Yes,46-55
39,Research & Development,2,Bachelor,Life Sciences,1,Low,Female,Medium,Laboratory Technician,Low,3646,Outstanding,Medium,Best,Yes,36-45
31,Research & Development,1,Doctor,Life Sciences,1,High,Female,Very High,Manufacturing Director,Medium,7446,Excellent,Low,Better,Yes,26-35
45,Research & Development,20,Bachelor,Medical,1,Medium,Male,Low,Healthcare Representative,Low,10851,Excellent,Medium,Better,No,46-55
31,Human Resources,8,College,Medical,1,High,Female,Very High,Human Resources,Medium,2109,Excellent,Very High,Better,No,26-35
31,Research & Development,2,Bachelor,Life Sciences,1,Medium,Male,High,Laboratory Technician,Very High,3722,Excellent,High,Bad,Yes,26-35
45,Research & Development,29,Bachelor,Technical Degree,1,Medium,Male,High,Manufacturing Director,Very High,9380,Excellent,Very High,Best,No,46-55
48,Sales,7,Bachelor,Marketing,1,High,Male,High,Sales Executive,Low,5486,Excellent,Low,Better,No,46-55
34,Human Resources,9,Master,Technical Degree,1,Low,Female,High,Human Resources,High,2742,Excellent,Very High,Better,Yes,26-35
40,Research & Development,8,Below College,Medical,1,High,Male,Medium,Research Director,Medium,13757,Excellent,High,Better,No,36-45
28,Sales,5,Bachelor,Medical,1,High,Male,High,Sales Executive,Low,8463,Excellent,Very High,Better,No,26-35
44,Research & Development,5,Bachelor,Life Sciences,1,High,Male,Medium,Laboratory Technician,High,3162,Excellent,Very High,Better,No,36-45
53,Research & Development,2,Bachelor,Medical,1,High,Male,Very High,Research Director,Medium,16598,Excellent,Medium,Good,No,46-55
49,Research & Development,5,Master,Technical Degree,1,Low,Male,High,Healthcare Representative,High,6651,Excellent,Medium,Good,No,46-55
40,Research & Development,2,Bachelor,Medical,1,High,Male,High,Research Scientist,High,2345,Excellent,High,Best,No,36-45
44,Research & Development,20,Bachelor,Life Sciences,1,High,Male,High,Research Scientist,Medium,3420,Excellent,High,Good,No,36-45
33,Sales,7,Bachelor,Medical,1,High,Male,High,Sales Executive,Low,4373,Excellent,Low,Better,No,26-35
34,Sales,3,Bachelor,Other,1,High,Male,Low,Sales Executive,Low,4759,Excellent,Very High,Better,No,26-35
30,Sales,16,Below College,Life Sciences,1,High,Male,High,Sales Executive,High,5301,Excellent,High,Good,No,26-35
42,Research & Development,9,College,Medical,1,Low,Female,High,Laboratory Technician,Very High,3673,Excellent,High,Better,No,36-45
44,Sales,1,Doctor,Marketing,1,Low,Female,High,Sales Executive,High,4768,Excellent,High,Good,No,36-45
30,Research & Development,7,Bachelor,Technical Degree,1,High,Male,High,Research Scientist,High,1274,Excellent,Medium,Good,No,26-35
57,Research & Development,1,College,Life Sciences,1,Medium,Male,Very High,Research Scientist,High,4900,Outstanding,Low,Good,No,56-65
49,Research & Development,7,Master,Life Sciences,1,High,Male,High,Healthcare Representative,Medium,10466,Excellent,Medium,Better,No,46-55
34,Research & Development,15,Bachelor,Medical,1,Medium,Male,High,Research Director,Low,17007,Excellent,Very High,Good,No,26-35
28,Sales,1,Bachelor,Technical Degree,1,Low,Male,High,Sales Representative,High,2909,Excellent,Very High,Best,Yes,26-35
29,Sales,13,Bachelor,Technical Degree,1,Low,Female,High,Sales Executive,Medium,5765,Excellent,Low,Bad,Yes,26-35
34,Sales,24,Master,Medical,1,Low,Female,Medium,Sales Executive,Medium,4599,Outstanding,High,Best,Yes,26-35
35,Sales,7,Below College,Life Sciences,1,High,Male,High,Sales Representative,High,2404,Excellent,Low,Better,No,36-45
24,Research & Development,9,Bachelor,Medical,1,Medium,Male,High,Laboratory Technician,Low,3172,Excellent,High,Good,Yes,18-25
24,Sales,13,College,Life Sciences,1,High,Female,High,Sales Representative,Medium,2033,Excellent,High,Better,No,18-25
44,Research & Development,2,Below College,Medical,1,Medium,Male,High,Manufacturing Director,High,10209,Excellent,Medium,Good,No,36-45
29,Sales,19,Bachelor,Life Sciences,1,High,Male,Medium,Sales Executive,High,8620,Excellent,High,Better,No,26-35
30,Human Resources,1,Bachelor,Life Sciences,1,High,Male,High,Human Resources,High,2064,Outstanding,Low,Best,No,26-35
55,Research & Development,4,Master,Life Sciences,1,High,Male,High,Healthcare Representative,High,4035,Excellent,Medium,Better,No,56-65
33,Research & Development,4,Master,Medical,1,Low,Female,Medium,Laboratory Technician,Medium,3838,Excellent,Very High,Better,No,26-35
47,Sales,14,Bachelor,Medical,1,High,Female,High,Sales Executive,High,4591,Excellent,High,Good,No,46-55
28,Research & Development,2,College,Medical,1,High,Male,Medium,Laboratory Technician,Low,2561,Excellent,High,Good,Yes,26-35
28,Research & Development,1,Bachelor,Life Sciences,1,Low,Male,Medium,Research Scientist,High,1563,Excellent,Very High,Bad,No,26-35
28,Sales,7,Bachelor,Life Sciences,1,High,Male,High,Sales Executive,Low,4898,Excellent,Very High,Better,No,26-35
49,Research & Development,3,College,Medical,1,High,Female,Medium,Laboratory Technician,Low,4789,Outstanding,Low,Better,No,46-55
29,Research & Development,2,Below College,Life Sciences,1,High,Female,High,Laboratory Technician,Medium,3180,Excellent,High,Better,No,26-35
28,Research & Development,29,Below College,Life Sciences,1,High,Male,Low,Manufacturing Director,Medium,6549,Excellent,Medium,Good,No,26-35
33,Research & Development,8,Doctor,Life Sciences,1,High,Male,High,Healthcare Representative,High,6388,Excellent,Low,Better,No,26-35
32,Research & Development,10,Bachelor,Medical,1,High,Male,High,Manager,Very High,11244,Outstanding,Medium,Best,No,26-35
54,Research & Development,11,Master,Medical,1,Medium,Female,High,Manager,Very High,16032,Outstanding,Low,Better,No,46-55
29,Research & Development,1,Master,Technical Degree,1,Low,Male,Medium,Research Scientist,Low,2362,Excellent,High,Bad,Yes,26-35
44,Research & Development,28,Bachelor,Life Sciences,1,High,Male,High,Research Director,Low,16328,Excellent,High,Best,No,36-45
39,Research & Development,6,Bachelor,Life Sciences,1,Medium,Female,High,Manufacturing Director,Medium,8376,Excellent,Very High,Better,No,36-45
46,Sales,3,Bachelor,Life Sciences,1,High,Female,High,Manager,Medium,16606,Excellent,Very High,Best,No,46-55
35,Research & Development,16,Bachelor,Life Sciences,1,High,Female,Medium,Healthcare Representative,Medium,8606,Excellent,Very High,Bad,No,36-45
23,Research & Development,20,Below College,Life Sciences,1,Low,Male,High,Laboratory Technician,High,2272,Excellent,Medium,Better,No,18-25
40,Research & Development,9,Master,Life Sciences,1,High,Male,High,Laboratory Technician,Low,2018,Excellent,Medium,Bad,Yes,36-45
34,Sales,1,Bachelor,Technical Degree,1,High,Male,Medium,Sales Executive,High,7083,Excellent,Very High,Better,No,26-35
31,Research & Development,3,Bachelor,Life Sciences,1,High,Female,High,Research Scientist,High,4084,Excellent,Low,Bad,Yes,26-35
50,Research & Development,22,Doctor,Medical,1,High,Male,Low,Research Director,Very High,14411,Excellent,Very High,Better,No,46-55
34,Sales,7,College,Technical Degree,1,Medium,Male,High,Sales Representative,High,2308,Outstanding,Medium,Better,No,26-35
42,Research & Development,2,Bachelor,Medical,1,High,Male,Medium,Laboratory Technician,Medium,4841,Excellent,Medium,Better,No,36-45
37,Research & Development,13,Bachelor,Medical,1,Low,Male,High,Research Scientist,Very High,4285,Excellent,Low,Better,No,36-45
29,Research & Development,8,Below College,Other,1,High,Female,Low,Healthcare Representative,Low,9715,Excellent,High,Better,No,26-35
33,Research & Development,25,Bachelor,Life Sciences,1,High,Male,Medium,Manufacturing Director,Medium,4320,Excellent,Very High,Better,No,26-35
45,Research & Development,28,Bachelor,Technical Degree,1,High,Male,High,Research Scientist,Very High,2132,Outstanding,Very High,Better,No,46-55
42,Research & Development,2,Bachelor,Life Sciences,1,High,Male,High,Healthcare Representative,Very High,10124,Excellent,High,Bad,No,36-45
